,Rank,School,Rating,Win %,Adj win %,SOS,Offense,Defense,+/-,Adj +/-,AP,Logo Match
97,98,Iowa State,64.89453643991888,27.27272727272727,28.11188811188811,49.0,91.0,104.0,-13.090909090909092,-10.877855001823772,NR,Iowa_State
98,99,UAB,63.806215939779854,25.0,24.423076923076927,92.0,85.0,69.0,-6.0,-9.236153010885424,NR,UAB
99,100,Bowling Green,63.67071568706134,33.33333333333333,32.17948717948718,116.0,83.0,95.0,-8.833333333333334,-15.463365932436481,NR,Bowling_Green
100,101,North Carolina,62.73763224130763,18.181818181818183,22.16783216783217,23.0,106.0,99.0,-13.909090909090908,-8.568189851146993,NR,North_Carolina
101,102,Colorado State,62.71840418176446,27.27272727272727,20.979020979020984,70.0,105.0,58.0,-7.7272727272727275,-7.3279659880574695,NR,Colorado_State
102,103,Idaho,62.281374153898206,27.27272727272727,27.692307692307693,76.0,104.0,114.0,-19.727272727272727,-14.1444451959347,NR,Idaho
103,104,New Mexico State,61.802343224918204,20.0,20.923076923076923,97.0,21.0,112.0,-4.4,-8.620547075898758,NR,New_Mexico_State
104,105,NC State,60.50917243015395,18.181818181818183,15.034965034965037,52.0,97.0,55.0,-5.909090909090909,-4.432922518039673,NR,NC_State
105,106,Miami (OH),59.7995669955584,16.666666666666664,22.051282051282055,110.0,88.0,74.0,-6.833333333333333,-12.735103435652208,NR,Miami__OH_
106,107,North Texas,58.275042488215,25.0,25.961538461538463,118.0,115.0,74.0,-12.5,-18.360564590679335,NR,North_Texas
107,108,Army,55.277009070595156,18.181818181818183,17.552447552447557,85.0,108.0,101.0,-14.363636363636363,-14.599558639604162,NR,Army
108,109,Stanford,53.62089620312018,8.333333333333332,12.371794871794872,3.0,118.0,106.0,-20.833333333333332,-9.58803864909846,NR,Stanford
109,110,Illinois,52.85219482848913,9.090909090909092,10.34965034965035,31.0,95.0,90.0,-10.090909090909092,-6.818090085616868,NR,Illinois
110,111,Buffalo,51.84104738714006,16.666666666666664,16.666666666666664,94.0,89.0,116.0,-17.583333333333332,-18.864376119538505,NR,Buffalo
111,112,Memphis,49.91352727069647,9.090909090909092,10.34965034965035,90.0,66.0,107.0,-9.363636363636363,-11.999155063659224,NR,Memphis
112,113,Louisiana Tech,48.972360752310735,16.666666666666664,13.974358974358978,74.0,94.0,119.0,-25.833333333333332,-19.902665044839974,NR,Louisiana_Tech
113,114,Temple,48.50273232640725,8.333333333333332,13.525641025641027,68.0,116.0,118.0,-30.416666666666668,-20.02085808028209,NR,Temple
114,115,UNLV,48.20228401097901,9.090909090909092,9.93006993006993,61.0,101.0,111.0,-17.09090909090909,-14.132357289556374,NR,UNLV
115,116,Eastern Michigan,46.83300826822966,8.333333333333332,10.44871794871795,103.0,113.0,86.0,-12.916666666666666,-17.62673057955948,NR,Eastern_Michigan
116,117,Utah State,46.189545666434306,8.333333333333332,10.833333333333334,59.0,117.0,117.0,-27.666666666666668,-19.489381340791663,NR,Utah_State
117,118,Duke,37.621941156954605,0.0,3.6363636363636367,24.0,103.0,114.0,-19.454545454545453,-13.84621277961502,NR,Duke
118,119,Florida International,33.69613272020326,0.0,3.3333333333333335,112.0,119.0,82.0,-16.5,-21.13934611679725,NR,Florida_International
